method_DELETE,method_GET,method_POST,method_PUT,src_is_private,dst_is_private,both_private,src_network_segment,url_length,url_depth,url_param_count,url_contains_admin,url_contains_login,url_contains_api,url_contains_dashboard,url_contains_profile,url_contains_upload,url_contains_download,url_contains_register,url_contains_password,url_contains_secret,url_special_chars,url_upper_ratio,url_has_encoded,body_length,body_is_empty,contains_sql,contains_xss,contains_traversal,contains_rce,contains_include,contains_serialized,contains_csrf,body_entropy,likely_base64,has_binary_data,ua_length,is_firefox,is_chrome,is_safari,is_windows,is_mac,is_linux,is_mobile,is_bot,post_with_body,get_with_body,deep_sensitive,total_attack_features,has_multiple_attacks
0,1,0,0,1,1,1,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,27,0,1,0,0,0,0,0,0,4.236368983644952,0,0,66,0,0,0,0,1,0,0,0,0,27,0,1,0
0,0,1,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,61,0,0,0,0,0,0,0,0,4.06532012540189,0,0,66,0,0,0,0,1,0,0,0,61,0,0,0,0
0,0,1,0,1,1,1,10,42,2,3,0,0,1,0,0,1,0,0,0,0,6,0.0,0,300,0,1,0,0,1,0,0,0,5.184283451531248,0,0,50,0,0,0,0,0,1,0,0,300,0,0,2,1
0,1,0,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,56,0,1,0,0,0,0,0,0,4.469964690100801,0,0,66,0,0,0,0,1,0,0,0,0,56,0,1,0
0,0,1,0,1,1,1,10,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,31,0,0,0,0,0,0,0,0,4.220167681284828,0,0,66,0,0,0,0,1,0,0,0,31,0,0,0,0
1,0,0,0,1,1,1,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.23076923076923078,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,13,2,0,0,0,1,0,0,0,1,0,0,0,0,0.0,0,25,0,0,0,1,0,0,0,0,2.912487689168953,0,0,66,0,0,0,0,1,0,0,0,25,0,0,1,0
0,1,0,0,1,1,1,10,19,2,1,0,0,1,0,0,0,0,0,0,0,2,0.3157894736842105,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,30,5,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,45,2,3,0,0,1,0,0,0,0,0,0,0,6,0.1111111111111111,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,40,0,0,0,0,0,0,0,0,3.6153115322251015,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,11,2,0,0,0,1,0,0,1,0,0,0,0,0,0.2727272727272727,0,218,0,1,0,0,0,0,0,0,5.5250818317708275,0,0,60,0,0,0,1,0,0,0,0,218,0,0,1,0
0,0,1,0,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,59,0,0,0,0,0,0,0,0,3.7301575696062006,0,0,60,0,0,0,1,0,0,0,0,59,0,0,0,0
0,0,1,0,1,1,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,28,0,0,0,0,0,0,0,0,3.9677201004744993,0,0,60,0,0,0,1,0,0,0,0,28,0,0,0,0
0,0,0,1,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,46,0,0,0,0,0,0,0,0,3.9850641314229476,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21,0,0,0,0,1,0,0,0,3.7849418274376427,0,0,50,0,0,0,0,0,1,0,0,0,21,0,1,0
0,0,1,0,1,1,1,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16666666666666666,0,74,0,1,0,0,0,0,0,0,4.775143021204388,0,0,60,0,0,0,1,0,0,0,0,74,0,0,1,0
0,0,1,0,1,1,1,10,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0.2727272727272727,0,62,0,0,0,0,0,0,0,0,3.958203878003874,0,0,60,0,0,0,1,0,0,0,0,62,0,0,0,0
0,0,1,0,1,1,1,10,30,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,43,0,0,0,1,0,0,0,0,3.7989585116547233,0,0,60,0,0,0,1,0,0,0,0,43,0,0,1,0
0,1,0,0,1,1,1,10,52,2,3,0,0,1,0,0,0,0,0,0,0,6,0.0,0,42,0,0,1,0,0,0,0,0,4.318045625665339,0,0,60,0,0,0,1,0,0,0,0,0,42,0,1,0
0,0,1,0,1,1,1,10,20,2,0,0,0,1,0,0,0,0,0,1,0,0,0.2,0,29,0,0,0,0,0,0,0,0,4.0993603054724,0,0,50,0,0,0,0,0,1,0,0,29,0,0,0,0
0,0,1,0,1,1,1,10,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,31,0,0,0,0,0,0,0,0,4.026619294188054,0,0,50,0,0,0,0,0,1,0,0,31,0,0,0,0
1,0,0,0,1,1,1,10,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,28,2,2,0,0,1,0,0,0,0,0,0,0,4,0.0,0,720,0,0,0,0,0,0,1,0,5.257341624413982,0,0,60,0,0,0,1,0,0,0,0,720,0,0,1,0
0,1,0,0,1,1,1,10,43,8,1,0,0,1,0,0,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,1,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,98,0,0,1,0,0,0,0,0,4.311516422738351,0,0,50,0,0,0,0,0,1,0,0,98,0,0,1,0
0,0,1,0,1,1,1,10,23,2,1,0,0,0,0,1,0,0,0,0,0,2,0.17391304347826086,0,272,0,1,0,0,1,0,0,0,5.728800574107646,0,0,66,0,0,0,0,1,0,0,0,272,0,0,2,1
0,0,1,0,1,1,1,10,23,1,2,0,0,0,0,1,0,0,0,0,0,4,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,31,0,0,0,0,0,0,0,0,4.220167681284828,0,0,60,0,0,0,1,0,0,0,0,31,0,0,0,0
0,0,1,0,1,1,1,10,28,1,2,0,0,0,0,0,0,0,0,0,0,4,0.03571428571428571,0,41,0,0,0,0,0,0,0,0,4.5193927856766125,0,0,66,0,0,0,0,1,0,0,0,41,0,0,0,0
0,0,0,1,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,25,0,0,0,0,0,0,0,0,3.893660689688185,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,12,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,54,0,0,0,0,1,0,0,0,4.483976567291419,0,0,66,0,0,0,0,1,0,0,0,54,0,0,1,0
1,0,0,0,1,1,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,70,0,1,1,0,0,0,0,0,4.434021724082131,0,0,66,0,0,0,0,1,0,0,0,70,0,0,2,1
0,1,0,0,1,1,1,10,45,2,3,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,58,1,3,0,0,0,0,1,0,0,0,0,0,6,0.034482758620689655,0,74,0,0,1,0,0,1,0,0,4.979808521579074,0,0,50,0,0,0,0,0,1,0,0,74,0,0,2,1
0,0,1,0,1,1,1,10,64,2,3,1,0,0,0,0,0,0,0,0,0,6,0.0,0,55,0,0,0,0,0,0,0,1,4.22410988640203,0,0,66,0,0,0,0,1,0,0,0,55,0,0,0,0
0,1,0,0,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.5384615384615384,0,85,0,1,0,0,0,0,0,0,4.88676531257815,0,0,60,0,0,0,1,0,0,0,0,0,85,0,1,0
0,1,0,0,1,1,1,10,13,2,0,0,0,1,0,0,0,1,0,0,0,0,0.46153846153846156,0,22,0,0,0,1,0,0,0,0,3.4428621651554656,0,0,60,0,0,0,1,0,0,0,0,0,22,0,1,0
0,1,0,0,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,50,1,2,0,0,0,0,0,0,0,0,0,0,4,0.04,0,68,0,0,1,0,0,0,0,0,4.791681459802474,0,0,60,0,0,0,1,0,0,0,0,68,0,0,1,0
0,0,1,0,1,1,1,10,23,1,1,0,0,0,0,0,0,0,0,0,0,2,0.13043478260869565,0,757,0,0,0,0,0,0,1,0,5.495612223107954,0,0,60,0,0,0,1,0,0,0,0,757,0,0,1,0
0,1,0,0,1,1,1,10,41,1,2,0,0,0,0,1,0,0,0,0,0,4,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.3076923076923077,0,39,0,1,0,0,0,0,0,0,4.1991322707442915,0,0,60,0,0,0,1,0,0,0,0,39,0,0,1,0
0,1,0,0,1,1,1,10,41,3,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,31,1,2,0,0,0,0,0,0,0,0,0,0,4,0.0,0,40,0,0,0,0,1,0,0,0,4.284183719779188,0,0,66,0,0,0,0,1,0,0,0,40,0,0,1,0
0,0,1,0,1,1,1,10,23,2,1,0,0,1,0,0,1,0,0,0,0,2,0.13043478260869565,0,313,0,1,0,0,1,0,0,0,5.536527794279418,0,0,60,0,0,0,1,0,0,0,0,313,0,0,2,1
1,0,0,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,43,1,3,0,0,0,0,1,0,0,0,0,0,6,0.0,0,74,0,0,0,0,0,0,0,0,4.3651606370471265,0,0,60,0,0,0,1,0,0,0,0,74,0,0,0,0
0,1,0,0,1,1,1,10,37,1,3,0,0,0,0,1,0,0,0,0,0,6,0.05405405405405406,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,10,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0.09090909090909091,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,533,0,0,0,0,0,0,0,0,5.312785994712816,0,0,66,0,0,0,0,1,0,0,0,533,0,0,0,0
0,0,1,0,1,1,1,10,19,2,1,0,0,0,0,0,1,0,0,0,0,2,0.10526315789473684,0,306,0,1,0,0,1,0,0,0,5.453502014852584,0,0,60,0,0,0,1,0,0,0,0,306,0,0,2,1
0,0,1,0,1,1,1,10,13,2,0,0,0,1,0,0,0,1,0,0,0,0,0.38461538461538464,0,21,0,0,0,1,0,0,0,0,3.553763114472246,0,0,60,0,0,0,1,0,0,0,0,21,0,0,1,0
0,1,0,0,1,1,1,10,50,3,1,0,0,1,0,0,0,0,0,0,0,2,0.18,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,33,0,0,0,1,0,0,0,0,4.187889194919351,0,0,50,0,0,0,0,0,1,0,0,0,33,0,1,0
0,0,0,1,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.23076923076923078,0,34,0,0,0,0,0,0,0,0,4.337175341123076,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,57,1,4,0,0,0,0,0,0,0,1,0,0,8,0.10526315789473684,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,23,2,1,0,0,1,0,0,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,16,1,1,0,0,0,0,0,0,0,0,0,0,2,0.125,0,127,0,0,1,0,0,0,0,0,4.995261782763379,0,0,50,0,0,0,0,0,1,0,0,0,127,0,1,0
0,0,1,0,1,1,1,10,69,2,3,1,0,0,0,0,0,0,0,0,0,6,0.11594202898550725,0,90,0,0,0,0,0,0,0,0,4.7311699362754736,0,0,60,0,0,0,1,0,0,0,0,90,0,0,0,0
0,1,0,0,1,1,1,10,34,1,2,1,0,0,0,0,0,0,0,0,0,4,0.08823529411764706,0,148,0,1,0,0,0,0,0,0,5.169358237116733,0,0,60,0,0,0,1,0,0,0,0,0,148,0,1,0
0,1,0,0,1,1,1,10,21,2,1,0,0,1,0,0,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,68,2,3,0,0,0,0,1,0,0,0,0,0,6,0.07352941176470588,0,264,0,1,0,0,1,0,0,0,5.645674255790803,0,0,60,0,0,0,1,0,0,0,0,264,0,0,2,1
0,0,1,0,1,1,1,10,50,1,3,0,1,0,0,0,0,0,0,0,0,6,0.04,0,65,0,0,0,0,0,0,0,0,4.416158151583717,0,0,66,0,0,0,0,1,0,0,0,65,0,0,0,0
0,1,0,0,1,1,1,10,129,6,2,0,0,1,0,0,0,0,0,0,0,12,0.05426356589147287,1,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,1,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,33,0,0,0,1,0,0,0,0,3.903440044982598,0,0,60,0,0,0,1,0,0,0,0,33,0,0,1,0
0,0,1,0,1,1,1,10,60,1,3,0,0,0,0,0,0,0,0,1,0,6,0.08333333333333333,0,57,0,0,0,0,0,0,0,0,4.810702952647366,0,0,60,0,0,0,1,0,0,0,0,57,0,0,0,0
0,1,0,0,1,1,1,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,37,0,0,0,0,0,1,0,0,3.8951509201400127,0,0,66,0,0,0,0,1,0,0,0,0,37,0,1,0
0,1,0,0,1,1,1,10,30,5,1,0,0,0,0,0,0,0,0,0,0,2,0.23333333333333334,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31,0,0,0,0,0,0,0,0,4.220167681284828,0,0,50,0,0,0,0,0,1,0,0,31,0,0,0,0
0,0,1,0,1,1,1,10,27,1,1,0,0,0,0,0,0,0,0,1,0,2,0.18518518518518517,0,54,0,0,0,0,0,0,0,0,4.579258919656729,0,0,50,0,0,0,0,0,1,0,0,54,0,0,0,0
0,1,0,0,1,1,1,10,45,2,1,0,0,0,0,0,0,0,0,0,0,2,0.2,0,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,25,2,1,0,0,1,0,0,0,1,0,0,0,2,0.12,0,65,0,0,0,1,0,0,0,0,4.43566892210896,0,0,50,0,0,0,0,0,1,0,0,0,65,0,1,0
0,0,0,1,1,1,1,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25,0,0,0,0,0,0,0,0,3.893660689688185,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,44,2,3,0,0,1,0,0,0,0,0,0,0,6,0.045454545454545456,0,100,0,0,0,0,0,1,0,0,5.27701316046071,0,0,60,0,0,0,1,0,0,0,0,100,0,0,1,0
0,1,0,0,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,71,0,1,0,0,0,0,0,0,4.96328471165218,0,0,50,0,0,0,0,0,1,0,0,0,71,0,1,0
0,0,1,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,25,0,0,0,0,0,0,0,0,3.893660689688185,0,0,60,0,0,0,1,0,0,0,0,25,0,0,0,0
0,0,1,0,1,1,1,10,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,47,0,0,0,0,0,0,0,0,4.048825023312381,0,0,66,0,0,0,0,1,0,0,0,47,0,0,0,0
0,0,1,0,1,1,1,10,37,1,3,0,1,0,0,0,0,0,0,0,0,6,0.0,0,47,0,1,0,0,0,0,0,0,4.695769107494654,0,0,50,0,0,0,0,0,1,0,0,47,0,0,1,0
0,0,0,1,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,43,0,0,0,0,0,0,0,0,4.088828126694494,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,93,1,2,1,0,0,0,0,0,0,0,1,0,4,0.16129032258064516,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,46,0,0,0,0,0,0,0,0,3.9850641314229476,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,84,0,0,0,0,0,0,0,0,3.919843131004328,0,0,50,0,0,0,0,0,1,0,0,84,0,0,0,0
0,0,1,0,1,1,1,10,54,2,3,0,0,1,0,0,1,0,0,0,0,6,0.0,0,262,0,1,0,0,1,0,0,0,5.381056323405217,0,0,66,0,0,0,0,1,0,0,0,262,0,0,2,1
0,0,1,0,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,40,0,0,0,0,0,0,0,0,3.6153115322251015,0,0,66,0,0,0,0,1,0,0,0,40,0,0,0,0
0,0,0,1,1,1,1,10,46,2,2,0,0,0,0,0,0,0,0,0,0,4,0.06521739130434782,0,65,0,0,0,0,0,0,0,0,4.63497074429947,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,39,0,0,0,0,0,0,0,0,4.342969205986262,0,0,60,0,0,0,1,0,0,0,0,0,39,0,0,0
1,0,0,0,1,1,1,10,28,1,2,0,0,0,0,0,0,0,0,0,0,4,0.10714285714285714,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1,1,1,10,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,48,1,1,0,0,0,0,0,0,0,0,0,0,3,0.25,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,41,2,2,0,0,1,0,0,0,0,0,0,0,4,0.0,0,59,0,0,0,0,0,1,0,0,4.10073315195322,0,0,66,0,0,0,0,1,0,0,0,59,0,0,1,0
0,0,1,0,1,1,1,10,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,36,0,1,1,0,0,0,0,0,4.482289237493326,0,0,60,0,0,0,1,0,0,0,0,36,0,0,2,1
0,0,1,0,1,1,1,10,51,2,3,0,0,1,0,0,0,0,0,0,0,6,0.0784313725490196,0,59,0,0,0,0,0,0,0,0,4.671050787406516,0,0,66,0,0,0,0,1,0,0,0,59,0,0,0,0
0,0,0,1,1,1,1,10,50,2,3,0,0,0,1,0,0,0,0,0,0,6,0.0,0,73,0,0,0,0,0,0,0,0,4.600955559984376,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,712,0,0,0,0,0,0,0,0,5.423399745991785,0,0,60,0,0,0,1,0,0,0,0,712,0,0,0,0
0,1,0,0,1,1,1,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,98,0,0,1,0,0,0,0,0,4.311516422738351,0,0,50,0,0,0,0,0,1,0,0,0,98,0,1,0
0,1,0,0,1,1,1,10,22,1,1,0,0,0,0,1,0,0,0,0,0,2,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,24,1,2,0,0,0,0,0,0,0,0,0,0,4,0.08333333333333333,0,41,0,0,0,0,0,0,0,0,4.269035163567091,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,55,2,3,0,0,0,0,0,0,0,0,0,0,6,0.03636363636363636,0,79,0,0,0,0,0,0,0,0,4.726196058517727,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,57,1,3,0,0,0,0,0,0,0,0,0,0,7,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,10,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,25,0,0,0,0,0,0,0,0,4.053660689688185,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,59,0,1,0,0,0,0,0,0,4.753334736089116,0,0,60,0,0,0,1,0,0,0,0,59,0,0,1,0
0,0,1,0,1,1,1,10,17,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,71,0,0,0,0,0,1,0,0,4.677866929870627,0,0,50,0,0,0,0,0,1,0,0,71,0,0,1,0
0,0,1,0,1,1,1,10,13,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,57,0,0,0,1,0,1,0,0,4.185286452792198,0,0,50,0,0,0,0,0,1,0,0,57,0,0,2,1
0,1,0,0,1,1,1,10,35,5,1,0,0,0,0,0,0,0,0,0,0,2,0.17142857142857143,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2222222222222222,0,57,0,0,0,0,0,0,0,0,4.744484750703199,0,0,60,0,0,0,1,0,0,0,0,57,0,0,0,0
0,1,0,0,1,1,1,10,43,5,1,0,0,1,0,0,0,0,0,0,0,2,0.20930232558139536,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,10,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,31,0,0,0,0,0,0,0,0,4.026619294188054,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,1,1,1,10,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2,0,0,1,0,0,0,0,0,0,0,0.0,0,0,66,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,40,2,3,0,0,1,0,0,0,0,0,0,0,6,0.125,0,67,0,0,0,0,0,0,0,0,4.83281769071015,0,0,60,0,0,0,1,0,0,0,0,67,0,0,0,0
0,0,0,1,1,1,1,10,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,43,0,0,0,0,0,0,0,0,4.088828126694494,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,39,0,1,0,0,0,0,0,0,4.23105823222728,0,0,50,0,0,0,0,0,1,0,0,39,0,0,1,0
0,0,1,0,1,1,1,10,10,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,25,0,0,0,0,0,0,0,0,4.053660689688185,0,0,60,0,0,0,1,0,0,0,0,25,0,0,0,0
0,1,0,0,1,1,1,10,41,1,1,0,0,0,0,0,0,0,0,0,0,5,0.24390243902439024,1,0,1,0,0,0,0,0,0,0,0.0,0,0,50,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,1,1,1,10,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,33,0,0,0,0,0,0,0,0,4.028946391954607,0,0,60,0,0,0,1,0,0,0,0,33,0,0,0,0
0,0,1,0,1,1,1,10,13,2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,49,0,1,0,0,0,0,0,0,4.361973558701858,0,0,50,0,0,0,0,0,1,0,0,49,0,0,1,0
0,1,0,0,1,1,1,10,12,1,1,0,0,0,0,0,0,0,0,0,0,2,0.0,0,83,0,0,0,1,0,0,0,0,4.528048769345144,0,0,66,0,0,0,0,1,0,0,0,0,83,0,1,0
0,0,1,0,1,1,1,10,53,1,3,0,0,0,0,0,0,0,0,0,0,6,0.05660377358490566,0,556,0,0,0,0,0,0,1,0,5.37749547901318,0,0,50,0,0,0,0,0,1,0,0,556,0,0,1,0
0,0,1,0,1,1,1,10,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0
